Cat_1,Cat_2,Cat_3,Cat_4,Cat_5,value12_13,value13_14,description,source_name,source_url
Foreign Affairs and Trade portfolio,Department of Foreign Affairs and Trade,"Bilateral, regional and multilateral engagement on Australian Government foreign and trade policy priorities",Foreign Affairs and Trade Operations,,552769,583902,,Foreign Affairs and Trade Portfolio Budget Statement,http://www.dfat.gov.au/dept/budget/2013-2014_pbs/2013-2014_DFAT_PBS_Complete.pdf
Foreign Affairs and Trade portfolio,Department of Foreign Affairs and Trade,"Bilateral, regional and multilateral engagement on Australian Government foreign and trade policy priorities",Payments to International Organisations,,235975,258027,,Foreign Affairs and Trade Portfolio Budget Statement,http://www.dfat.gov.au/dept/budget/2013-2014_pbs/2013-2014_DFAT_PBS_Complete.pdf
Foreign Affairs and Trade portfolio,Department of Foreign Affairs and Trade,"Bilateral, regional and multilateral engagement on Australian Government foreign and trade policy priorities",Public Information Services and Public Diplomacy,,26428,25846,,Foreign Affairs and Trade Portfolio Budget Statement,http://www.dfat.gov.au/dept/budget/2013-2014_pbs/2013-2014_DFAT_PBS_Complete.pdf
Foreign Affairs and Trade portfolio,Department of Foreign Affairs and Trade,The protection and welfare of Australians abroad,Consular Services ,,72570,76191,,Foreign Affairs and Trade Portfolio Budget Statement,http://www.dfat.gov.au/dept/budget/2013-2014_pbs/2013-2014_DFAT_PBS_Complete.pdf
Foreign Affairs and Trade portfolio,Department of Foreign Affairs and Trade,The protection and welfare of Australians abroad,Passport Services,,240845,250477,,Foreign Affairs and Trade Portfolio Budget Statement,http://www.dfat.gov.au/dept/budget/2013-2014_pbs/2013-2014_DFAT_PBS_Complete.pdf
Foreign Affairs and Trade portfolio,Department of Foreign Affairs and Trade,Provision of security services and information and communications technology infrastructure,Other (Departmental),,184286,191095,,Foreign Affairs and Trade Portfolio Budget Statement,http://www.dfat.gov.au/dept/budget/2013-2014_pbs/2013-2014_DFAT_PBS_Complete.pdf
Foreign Affairs and Trade portfolio,Department of Foreign Affairs and Trade,Provision of security services and information and communications technology infrastructure,Overseas Property ,,70349,72205,,Foreign Affairs and Trade Portfolio Budget Statement,http://www.dfat.gov.au/dept/budget/2013-2014_pbs/2013-2014_DFAT_PBS_Complete.pdf
Foreign Affairs and Trade portfolio,Australian Trade Commission (AUSTRADE),"Advance Australia�s trade, investment and education","Trade, education and investment development",,188944,186284,,Foreign Affairs and Trade Portfolio Budget Statement,http://www.dfat.gov.au/dept/budget/2013-2014_pbs/2013-2014_DFAT_PBS_Complete.pdf
Foreign Affairs and Trade portfolio,Australian Trade Commission (AUSTRADE),"Advance Australia�s trade, investment and education",Export Market Development Grants Scheme,,125400,125400,,Foreign Affairs and Trade Portfolio Budget Statement,http://www.dfat.gov.au/dept/budget/2013-2014_pbs/2013-2014_DFAT_PBS_Complete.pdf
Foreign Affairs and Trade portfolio,Australian Trade Commission (AUSTRADE),"Advance Australia�s trade, investment and education",Asian Century Business Engagement,,0,1500,,Foreign Affairs and Trade Portfolio Budget Statement,http://www.dfat.gov.au/dept/budget/2013-2014_pbs/2013-2014_DFAT_PBS_Complete.pdf
Foreign Affairs and Trade portfolio,Australian Trade Commission (AUSTRADE),Consular and passport services,,,12218,12429,,Foreign Affairs and Trade Portfolio Budget Statement,http://www.dfat.gov.au/dept/budget/2013-2014_pbs/2013-2014_DFAT_PBS_Complete.pdf
Foreign Affairs and Trade portfolio,Australian Agency for International Development (AusAID),To assist developing countries to reduce poverty and achieve sustainable development,PNG & Pacific,,927697,947717,,Foreign Affairs and Trade Portfolio Budget Statement,http://www.dfat.gov.au/dept/budget/2013-2014_pbs/2013-2014_DFAT_PBS_Complete.pdf
Foreign Affairs and Trade portfolio,Australian Agency for International Development (AusAID),To assist developing countries to reduce poverty and achieve sustainable development,East Asia,,947911,1113375,,Foreign Affairs and Trade Portfolio Budget Statement,http://www.dfat.gov.au/dept/budget/2013-2014_pbs/2013-2014_DFAT_PBS_Complete.pdf
Foreign Affairs and Trade portfolio,Australian Agency for International Development (AusAID),To assist developing countries to reduce poverty and achieve sustainable development,"Africa, South and Central Asia, Middle East and Other",,1007411,1166428,,Foreign Affairs and Trade Portfolio Budget Statement,http://www.dfat.gov.au/dept/budget/2013-2014_pbs/2013-2014_DFAT_PBS_Complete.pdf
Foreign Affairs and Trade portfolio,Australian Agency for International Development (AusAID),To assist developing countries to reduce poverty and achieve sustainable development,"Emergency, Humanitarian and Refugee Program",,293806,383900,,Foreign Affairs and Trade Portfolio Budget Statement,http://www.dfat.gov.au/dept/budget/2013-2014_pbs/2013-2014_DFAT_PBS_Complete.pdf
Foreign Affairs and Trade portfolio,Australian Agency for International Development (AusAID),To assist developing countries to reduce poverty and achieve sustainable development,Multilateral Replenishments,,1062683,1493360,,Foreign Affairs and Trade Portfolio Budget Statement,http://www.dfat.gov.au/dept/budget/2013-2014_pbs/2013-2014_DFAT_PBS_Complete.pdf
Foreign Affairs and Trade portfolio,Australian Agency for International Development (AusAID),To assist developing countries to reduce poverty and achieve sustainable development,UN Commonwealth and Other International Organisations,,364530,396271,,Foreign Affairs and Trade Portfolio Budget Statement,http://www.dfat.gov.au/dept/budget/2013-2014_pbs/2013-2014_DFAT_PBS_Complete.pdf
Foreign Affairs and Trade portfolio,Australian Agency for International Development (AusAID),To assist developing countries to reduce poverty and achieve sustainable development,"NGO, Volunteer and Community Programs",,179301,222289,,Foreign Affairs and Trade Portfolio Budget Statement,http://www.dfat.gov.au/dept/budget/2013-2014_pbs/2013-2014_DFAT_PBS_Complete.pdf
Foreign Affairs and Trade portfolio,Australian Agency for International Development (AusAID),Partnership between Australia and Indonesia for reconstruction and development,,,33787,30000,,Foreign Affairs and Trade Portfolio Budget Statement,http://www.dfat.gov.au/dept/budget/2013-2014_pbs/2013-2014_DFAT_PBS_Complete.pdf
Foreign Affairs and Trade portfolio,Australian Centre for International Agricultural Research (ACIAR),,,,129248,130642,,Foreign Affairs and Trade Portfolio Budget Statement,http://www.dfat.gov.au/dept/budget/2013-2014_pbs/2013-2014_DFAT_PBS_Complete.pdf
Foreign Affairs and Trade portfolio,Australian Secret Intelligence Service (ASIS),Secret Intelligence,,,188627,189484,,Foreign Affairs and Trade Portfolio Budget Statement,http://www.dfat.gov.au/dept/budget/2013-2014_pbs/2013-2014_DFAT_PBS_Complete.pdf
Foreign Affairs and Trade portfolio,Australian Secret Intelligence Service (ASIS),Other Services,,,62876,63162,,Foreign Affairs and Trade Portfolio Budget Statement,http://www.dfat.gov.au/dept/budget/2013-2014_pbs/2013-2014_DFAT_PBS_Complete.pdf
Human Services portfolio,"Support individuals, families and communities to achieve greater self-sufficiency",Services to the Community,Health - General Administration,,669405,669153,,Human Services Portfolio Budget Statement,http://www.humanservices.gov.au/spw/corporate/publications-and-resources/budget/1314/resources/2013-14-dhs-pbs.pdf
Human Services portfolio,"Support individuals, families and communities to achieve greater self-sufficiency",Services to the Community,Assistance to People with Disabilities,,176000,175765,,Human Services Portfolio Budget Statement,http://www.humanservices.gov.au/spw/corporate/publications-and-resources/budget/1314/resources/2013-14-dhs-pbs.pdf
Human Services portfolio,"Support individuals, families and communities to achieve greater self-sufficiency",Services to the Community,Social Security and Welfare - General Administration,,3684448,3569938,,Human Services Portfolio Budget Statement,http://www.humanservices.gov.au/spw/corporate/publications-and-resources/budget/1314/resources/2013-14-dhs-pbs.pdf
Human Services portfolio,"Support individuals, families and communities to achieve greater self-sufficiency",Child Support,General Administration,,1427709,1467979,,Human Services Portfolio Budget Statement,http://www.humanservices.gov.au/spw/corporate/publications-and-resources/budget/1314/resources/2013-14-dhs-pbs.pdf
Parliamentary Departments,Department of the House of Representatives,,,,27237,27225,,Department of the House of Representatives Portfolio Budget Statement,http://www.aph.gov.au/~/media/05%20About%20Parliament/54%20Parliamentary%20Depts/542%20Dept%20of%20House%20of%20Reps/PBS/DHR_PBS_2013-14.ashx
Parliamentary Departments,Department of the Senate,,,,21906,22671,,Department of the Senate Portfolio Budget Statement,http://www.aph.gov.au/About_Parliament/Parliamentary_Departments/Department_of_the_Senate/Portfolio_Budget_Statements/~/media/62628DF01C1D466D98A7DDD70EC6DDA8.ashx
Parliamentary Departments,Department of Parliamentary Services,Parliament House Works Program,,,39829,47496,,Department of Parliamentary Services Portfolio Budget Statement,http://www.aph.gov.au/~/media/05%20About%20Parliament/54%20Parliamentary%20Depts/543%20DPS/DPSPBS_2013_14.ashx
Parliamentary Departments,Department of Parliamentary Services,Other,,,137303,129232,,Department of Parliamentary Services Portfolio Budget Statement,http://www.aph.gov.au/~/media/05%20About%20Parliament/54%20Parliamentary%20Depts/543%20DPS/DPSPBS_2013_14.ashx
Parliamentary Departments,Parliamentary Budget Office,,,,5286,7878,,Parliamentary Budget Office Portfolio Budget Statement,http://www.aph.gov.au/~/media/05%20About%20Parliament/54%20Parliamentary%20Depts/548%20Parliamentary%20Budget%20Office/2013-2014_PBO_PBS.ashx
"Broadband, Communications and the Digital Economy portfolio","Department of Broadband, Communications and the Digital Economy",Broadband and Communications Infrastructure,,,70710,48519,,"Broadband, Communications and the Digital Economy Portfolio Budget Statement",http://www.dbcde.gov.au/__data/assets/pdf_file/0004/163417/COMPLETE_BCDE_PBS.pdf
"Broadband, Communications and the Digital Economy portfolio","Department of Broadband, Communications and the Digital Economy",Digital Economy and Postal Services,,,98301,95983,,"Broadband, Communications and the Digital Economy Portfolio Budget Statement",http://www.dbcde.gov.au/__data/assets/pdf_file/0004/163417/COMPLETE_BCDE_PBS.pdf
"Broadband, Communications and the Digital Economy portfolio","Department of Broadband, Communications and the Digital Economy",Broadcasting and Digital Television,,,268066,210896,,"Broadband, Communications and the Digital Economy Portfolio Budget Statement",http://www.dbcde.gov.au/__data/assets/pdf_file/0004/163417/COMPLETE_BCDE_PBS.pdf
"Broadband, Communications and the Digital Economy portfolio",Australian Broadcasting Corporation,ABC Radio,,,337691,348571,,"Broadband, Communications and the Digital Economy Portfolio Budget Statement",http://www.dbcde.gov.au/__data/assets/pdf_file/0004/163417/COMPLETE_BCDE_PBS.pdf
"Broadband, Communications and the Digital Economy portfolio",Australian Broadcasting Corporation,ABC Television,,,627150,647348,,"Broadband, Communications and the Digital Economy Portfolio Budget Statement",http://www.dbcde.gov.au/__data/assets/pdf_file/0004/163417/COMPLETE_BCDE_PBS.pdf
"Broadband, Communications and the Digital Economy portfolio",Australian Broadcasting Corporation,Online,,,25755,26587,,"Broadband, Communications and the Digital Economy Portfolio Budget Statement",http://www.dbcde.gov.au/__data/assets/pdf_file/0004/163417/COMPLETE_BCDE_PBS.pdf
"Broadband, Communications and the Digital Economy portfolio",Australian Broadcasting Corporation,ABC Analog Transmission,,,88669,80403,,"Broadband, Communications and the Digital Economy Portfolio Budget Statement",http://www.dbcde.gov.au/__data/assets/pdf_file/0004/163417/COMPLETE_BCDE_PBS.pdf
"Broadband, Communications and the Digital Economy portfolio",Australian Broadcasting Corporation,Access to digital TV services,,,100673,109103,,"Broadband, Communications and the Digital Economy Portfolio Budget Statement",http://www.dbcde.gov.au/__data/assets/pdf_file/0004/163417/COMPLETE_BCDE_PBS.pdf
"Broadband, Communications and the Digital Economy portfolio",Australian Broadcasting Corporation,Access to digital radio services,,,3658,3705,,"Broadband, Communications and the Digital Economy Portfolio Budget Statement",http://www.dbcde.gov.au/__data/assets/pdf_file/0004/163417/COMPLETE_BCDE_PBS.pdf
